Location Id,phone_number,street_address,street_address_2,city,state,zip_code,zip5,foreign_id,foreign_id_type,inactive,address,Latitude,Longitude,Location Name
2055,5165157310,560 Northern Blvd,Suite 205,Great Neck,NY,110215113,11021,1,msg-curve2-DataSource-390,FALSE,"560 Northern Blvd, Suite 205, Great Neck NY11021",40.781225,-73.717901,Dental Korner
3635,2127528722,501A Main Street,,New York,NY,10044,10044,1,remote_db-dentrix-DataSource-879,FALSE,"501A Main Street, , New York NY10044",40.76087,-73.951141,Dental Love
3537,4808340890,1229 E. McKellips Road #106,,Mesa,AZ,85203,85203,1000288,msg-dentrix_enterprise-DataSource-798,TRUE,"1229 E. McKellips Road #106, , Mesa AZ85203",33.451189,-111.80298,"Dental One, Inc."
3388,6022681655,2434 E. Baseline Rd. Suite 104,,Phoenix,AZ,85042,85042,1000136,msg-dentrix_enterprise-DataSource-798,TRUE,"2434 E. Baseline Rd. Suite 104, , Phoenix AZ85042",33.378447,-112.02858,"Dental One, Inc."
3538,4808930888,10827 S. 51st St. Suite 201,,Phoenix,AZ,85044,85044,1000289,msg-dentrix_enterprise-DataSource-798,TRUE,"10827 S. 51st St. Suite 201, , Phoenix AZ85044",33.348509,-111.97434,"Dental One, Inc."
3638,2127490600,164 W 96th St,,New York,NY,10025,10025,1,remote_db-dentrix-DataSource-876,FALSE,"164 W 96th St, , New York NY10025",40.793563,-73.969695,Dental Passion
1322,7187599669,7420 6TH AVE,,Brooklyn,NY,11209,11209,2,msg-opendental-Location-1322,FALSE,"7420 6TH AVE, , Brooklyn NY11209",40.628719,-74.02018,Dental Place - Brooklyn
3952,2126741588,17 Avenue D,,NY,NY,10009,10009,1,msg-opendental-Location-3952,FALSE,"17 Avenue D, , NY NY10009",40.720602,-73.978457,Dental Place - Manhattan
1163,2126741588,17 Avenue D,,NY,NY,10009,10009,1,msg-opendental-Location-1163,TRUE,"17 Avenue D, , NY NY10009",40.720602,-73.978457,Dental Place - Manhattan DO NOT USE
1970,6303698700,4015 Plainfield-Naperville Road,Suite 106,Naperville,IL,60564,60564,1000968,msg-dentrix_enterprise-DataSource-374,FALSE,"4015 Plainfield-Naperville Road, Suite 106, Naperville IL60564",41.695224,-88.167403,"Dental Roots, PC"
1987,6303698700,4015 Plainfield-Naperville Rd #106,,Naperville,IL,60564,60564,1001244,msg-dentrix_enterprise-DataSource-374,FALSE,"4015 Plainfield-Naperville Rd #106, , Naperville IL60564",41.695224,-88.167403,"Dental Roots, PC. Orthodontics"
413,5129800089,13625 Ronald W Reagan Blvd.  Building 4 Suite 100,,Cedar Park,TX,78613,78613,2.00E+12,msg-dentrixascend-Location-413,FALSE,"13625 Ronald W Reagan Blvd.  Building 4 Suite 100, , Cedar Park TX78613",30.537277,-97.786281,Dental Salon
3180,9723778177,2995 Preston Rd,#1500,Frisco,TX,75034,75034,1,remote_db-dentrix-DataSource-770,FALSE,"2995 Preston Rd, #1500, Frisco TX75034",33.103949,-96.808253,Dental Spa of Texas
3224,7177374337,2250 Millennium Way,,Enola,PA,17025,17025,10,msg-opendental-DataSource-786,FALSE,"2250 Millennium Way, , Enola PA17025",40.289089,-76.972055,Dental Specialty Center of PA
3559,6148661960,2965 Taylor Rd. Ext,,Reynoldsburg,OH,43068,43068,422,msg-denticon-DataSource-771,FALSE,"2965 Taylor Rd. Ext, , Reynoldsburg OH43068",39.939687,-82.789422,Dental Works Reynoldsburg
2920,3613964952,2611 E. Main Street,Suite 401,Alice,TX,78332,78332,10,msg-opendental-DataSource-727,FALSE,"2611 E. Main Street, Suite 401, Alice TX78332",27.765882,-98.043429,Dental World
1062,3108194728,"11980 San Vicente Boulevard, Suite 619",,Los Angeles,CA,90049,90049,2,msg-opendental-Location-1062,FALSE,"11980 San Vicente Boulevard, Suite 619, , Los Angeles CA90049",34.052342,-118.47042,Dentalogics by Dr. Gabi
3375,7778887878,P.O. Box 64-3005,,Cincinnati,OH,45264-3005,45264,2,msg-dentrix_enterprise-DataSource-798,TRUE,"P.O. Box 64-3005, , Cincinnati OH45264",39.166759,-84.53822,DENTALWORKS
3535,8659849691,228 Hamilton Crossing Drive,,Alcoa,TN,37701-3211,37701,1000286,msg-dentrix_enterprise-DataSource-798,FALSE,"228 Hamilton Crossing Drive, , Alcoa TN37701",35.769781,-83.987379,DentalWorks Alcoa
3448,3132937841,3201 Fairlane Drive,,Allen Park,MI,48101,48101,1000197,msg-dentrix_enterprise-DataSource-798,FALSE,"3201 Fairlane Drive, , Allen Park MI48101",42.281432,-83.205206,DentalWorks Allen Park
3512,8642246300,146 Commons Parkway,,Anderson,SC,29621-4133,29621,1000263,msg-dentrix_enterprise-DataSource-798,FALSE,"146 Commons Parkway, , Anderson SC29621",34.549549,-82.6767,DentalWorks Anderson
3393,6305066721,4405 Fox Valley Center Drive,,Aurora,IL,60504,60504,1000141,msg-dentrix_enterprise-DataSource-798,FALSE,"4405 Fox Valley Center Drive, , Aurora IL60504",41.757097,-88.206541,DentalWorks Aurora
3541,4409340147,36050 Detroit Road Suite T,,Avon,OH,44011-1685,44011,1002695,msg-dentrix_enterprise-DataSource-798,FALSE,"36050 Detroit Road Suite T, , Avon OH44011",41.460217,-82.0221,DentalWorks Avon
3491,3305622850,7455 Market Place Drive,,Aurora,OH,44202-8760,44202,1000240,msg-dentrix_enterprise-DataSource-798,FALSE,"7455 Market Place Drive, , Aurora OH44202",41.349675,-81.383289,DentalWorks Bainbridge
3399,2163782282,27540 Chagrin Blvd.,,Orange,OH,44122-4424,44122,1000147,msg-dentrix_enterprise-DataSource-798,FALSE,"27540 Chagrin Blvd., , Orange OH44122",41.461698,-81.484906,DentalWorks Beachwood
3540,7247756633,1 Bridge Street,,Beaver,PA,15009,15009,1002666,msg-dentrix_enterprise-DataSource-798,TRUE,"1 Bridge Street, , Beaver PA15009",40.700757,-80.29218,DentalWorks Beaver Valley
3380,7247756633,1 Bridge Street,,W. Bridgewater,PA,15009-2953,15009,1000080,msg-dentrix_enterprise-DataSource-798,FALSE,"1 Bridge Street, , W. Bridgewater PA15009",40.700757,-80.29218,DentalWorks Beaver Valley
3391,2342037111,4220 Belden Village Street N.W.,unit B,Canton,OH,44718,44718,1000139,msg-dentrix_enterprise-DataSource-798,FALSE,"4220 Belden Village Street N.W., unit B, Canton OH44718",40.855163,-81.427908,DentalWorks Belden Plaza
3466,6302958203,366 W. Army Trail Rd.   Suite 310A,,Bloomingdale,IL,60108-3888,60108,1000215,msg-dentrix_enterprise-DataSource-798,FALSE,"366 W. Army Trail Rd.   Suite 310A, , Bloomingdale IL60108",41.939128,-88.113119,DentalWorks Bloomingdale
3409,2629238731,15375 W. Bluemound Road  #150,,Brookfield,WI,53005,53005,1000157,msg-dentrix_enterprise-DataSource-798,FALSE,"15375 W. Bluemound Road  #150, , Brookfield WI53005",43.035487,-88.104256,DentalWorks Brookfield
3550,3305588450,3455 Center Road,,Brunswick,OH,44212,44212,1003553,msg-dentrix_enterprise-DataSource-798,FALSE,"3455 Center Road, , Brunswick OH44212",41.238488,-81.809843,DentalWorks Brunswick
3288,3365240099,1595 Glidewell Drive Suite #104,,Burlington,NC,27215,27215,464,msg-denticon-DataSource-771,FALSE,"1595 Glidewell Drive Suite #104, , Burlington NC27215",36.068066,-79.514694,DentalWorks Burlington
3483,3365240099,1595 Glidewell Drive Suite #104,,Burlington,NC,27215,27215,1000232,msg-dentrix_enterprise-DataSource-798,TRUE,"1595 Glidewell Drive Suite #104, , Burlington NC27215",36.068066,-79.514694,DentalWorks Burlington
3455,7349830128,41829 Ford Road,,Canton,MI,48187,48187,1000204,msg-dentrix_enterprise-DataSource-798,FALSE,"41829 Ford Road, , Canton MI48187",42.322594,-83.454234,DentalWorks Canton Ford Road
3408,7045440965,7510 Pineville Matthews Rd,,Charlotte,NC,28226,28226,1000156,msg-dentrix_enterprise-DataSource-798,FALSE,"7510 Pineville Matthews Rd, , Charlotte NC28226",35.088087,-80.845495,DentalWorks Carmel Village
3590,9198519500,226 Crossroads Blvd,,Cary,NC,27518,27518,458,msg-denticon-DataSource-771,FALSE,"226 Crossroads Blvd, , Cary NC27518",35.76065,-78.738717,DentalWorks Cary Crossroads
3412,9198519500,226 Crossroads Blvd,,Cary,NC,27518,27518,1000160,msg-dentrix_enterprise-DataSource-798,TRUE,"226 Crossroads Blvd, , Cary NC27518",35.76065,-78.738717,DentalWorks Cary Crossroads
3410,7045635327,3211 Eastway Dr Suite 10,,Charlotte,NC,28205,28205,1000158,msg-dentrix_enterprise-DataSource-798,FALSE,"3211 Eastway Dr Suite 10, , Charlotte NC28205",35.210324,-80.781287,DentalWorks Charlotte
3472,3122011610,130 S. Franklin Street,,Chicago,IL,60606-4606,60606,1000221,msg-dentrix_enterprise-DataSource-798,FALSE,"130 S. Franklin Street, , Chicago IL60606",41.880247,-87.635418,DentalWorks Chicago Loop
3461,3179130480,4025 E. 82nd Street,#104,Indianapolis,IN,46250,46250,1000210,msg-dentrix_enterprise-DataSource-798,FALSE,"4025 E. 82nd Street, #104, Indianapolis IN46250",39.907125,-86.097291,DentalWorks Clearwater
3552,7049342003,2460 Wonder Drive Suite C,,Kannapolis,NC,28083,28083,1005777,msg-dentrix_enterprise-DataSource-798,FALSE,"2460 Wonder Drive Suite C, , Kannapolis NC28083",35.46489,-80.589664,DentalWorks Concord
3493,7049342003,2460 Wonder Drive Suite C,,Kannapolis,NC,28083,28083,1000242,msg-dentrix_enterprise-DataSource-798,TRUE,"2460 Wonder Drive Suite C, , Kannapolis NC28083",35.46489,-80.589664,DentalWorks Concord - DO NOT USE
3379,7247410326,20395 Route 19 Suite 1,,Cranberry Township,PA,16066-6136,16066,1000022,msg-dentrix_enterprise-DataSource-798,FALSE,"20395 Route 19 Suite 1, , Cranberry Township PA16066",40.69329,-80.10448,DentalWorks Cranberry Township
3474,8154775399,1145 S. Route31   Suite J,,Crystal Lake,IL,60014-8216,60014,1000223,msg-dentrix_enterprise-DataSource-798,FALSE,"1145 S. Route31   Suite J, , Crystal Lake IL60014",42.243772,-88.323986,DentalWorks Crystal Lake
3431,6147617750,6185 Sawmill,,Dublin,OH,43017,43017,1000180,msg-dentrix_enterprise-DataSource-798,FALSE,"6185 Sawmill, , Dublin OH43017",40.093919,-83.092506,DentalWorks Dublin
3587,9194713315,3600 North Duke Street,,Durham,NC,27704,27704,457,msg-denticon-DataSource-771,FALSE,"3600 North Duke Street, , Durham NC27704",36.048459,-78.904979,DentalWorks Durham
3420,6144768780,3727 Easton Market,,Columbus,OH,43219,43219,1000168,msg-dentrix_enterprise-DataSource-798,TRUE,"3727 Easton Market, , Columbus OH43219",40.051194,-82.921138,DentalWorks Easton
3557,6144768780,3727 Easton Market,,Columbus,OH,43219,43219,419,msg-denticon-DataSource-771,FALSE,"3727 Easton Market, , Columbus OH43219",40.051194,-82.921138,DentalWorks Easton
3385,3306520808,5555 Youngstown Warren Road #908,,Niles,OH,44446,44446,1000085,msg-dentrix_enterprise-DataSource-798,FALSE,"5555 Youngstown Warren Road #908, , Niles OH44446",41.211242,-80.746852,DentalWorks Eastwood Niles
3470,8477170414,1190 S. Randall Road,# 102,Elgin,IL,60123,60123,1000219,msg-dentrix_enterprise-DataSource-798,FALSE,"1190 S. Randall Road, # 102, Elgin IL60123",42.002579,-88.336807,DentalWorks Elgin
3285,3306654290,3750 W. Market Street Unit M,,Fairlawn,OH,44333,44333,428,msg-denticon-DataSource-771,FALSE,"3750 W. Market Street Unit M, , Fairlawn OH44333",41.133149,-81.635157,DentalWorks Fairlawn
3480,3306654290,3750 W. Market Street   Unit M,,Fairlawn,OH,44333,44333,1000229,msg-dentrix_enterprise-DataSource-798,TRUE,"3750 W. Market Street   Unit M, , Fairlawn OH44333",41.133149,-81.635157,DentalWorks Fairlawn
3462,9108645100,5075 Morganton Rd. #12,,Fayetteville,NC,28314,28314,1000211,msg-dentrix_enterprise-DataSource-798,TRUE,"5075 Morganton Rd. #12, , Fayetteville NC28314",35.068066,-78.964761,DentalWorks Fayetteville
3583,9108645100,5075 Morganton Rd.  #12,,Fayetteville,NC,28314,28314,451,msg-denticon-DataSource-771,FALSE,"5075 Morganton Rd.  #12, , Fayetteville NC28314",35.068066,-78.964761,DentalWorks Fayetteville
3406,7084059344,7235 Madison Street,,Forest Park,IL,60130,60130,1000154,msg-dentrix_enterprise-DataSource-798,FALSE,"7235 Madison Street, , Forest Park IL60130",41.879774,-87.8061,DentalWorks Forest Park
3504,8038021870,2435 West Highway 160 Suite #101,,Tega Cay,SC,29708-8607,29708,1000255,msg-dentrix_enterprise-DataSource-798,FALSE,"2435 West Highway 160 Suite #101, , Tega Cay SC29708",35.046525,-80.991611,DentalWorks Fort Mill
3429,2166620499,12630 Rockside Road,,Garfield Heights,OH,44125-4525,44125,1000178,msg-dentrix_enterprise-DataSource-798,FALSE,"12630 Rockside Road, , Garfield Heights OH44125",41.399338,-81.595515,DentalWorks Garfield
3464,6307908430,701 Roosevelt Road,,Glen Ellyn,IL,60137-5805,60137,1000213,msg-dentrix_enterprise-DataSource-798,FALSE,"701 Roosevelt Road, , Glen Ellyn IL60137",41.859094,-88.057128,DentalWorks Glen Ellyn
3405,4402555631,36173 Euclid Avenue,,Willoughby,OH,44094,44094,1000153,msg-dentrix_enterprise-DataSource-798,FALSE,"36173 Euclid Avenue, , Willoughby OH44094",41.627483,-81.430318,DentalWorks Great Lakes
3411,4142826583,7995 West Layton Avenue,,Greenfield,WI,53220,53220,1000159,msg-dentrix_enterprise-DataSource-798,FALSE,"7995 West Layton Avenue, , Greenfield WI53220",42.958276,-88.011823,DentalWorks Greenfield
3579,3362889116,3724-A Battleground Ave,,Greensboro,NC,27410,27410,447,msg-denticon-DataSource-771,FALSE,"3724-A Battleground Ave, , Greensboro NC27410",36.133788,-79.855603,DentalWorks Greensboro
3382,7246723411,5345 State Route 30,,Greensburg,PA,15601-3519,15601,1000082,msg-dentrix_enterprise-DataSource-798,FALSE,"5345 State Route 30, , Greensburg PA15601",40.302935,-79.513813,DentalWorks Greensburg
3585,2526950024,109 SE Greenville Blvd.  Suite #108,,Greenville,NC,27858,27858,453,msg-denticon-DataSource-771,FALSE,"109 SE Greenville Blvd.  Suite #108, , Greenville NC27858",35.579053,-77.380522,DentalWorks Greenville NC
3506,8642840066,4 Market Point Drive Suite E,,Greenville,SC,29607-6558,29607,1000257,msg-dentrix_enterprise-DataSource-798,FALSE,"4 Market Point Drive Suite E, , Greenville SC29607",34.825796,-82.299644,DentalWorks Greenville SC
3558,6148015620,4168 Buckeye Parkway,,Grove City,OH,43123,43123,418,msg-denticon-DataSource-771,FALSE,"4168 Buckeye Parkway, , Grove City OH43123",39.875936,-83.037447,DentalWorks Grove City
3536,6158223233,206A North Anderson Lane Suite 400,,Hendersonville,TN,37075-6942,37075,1000287,msg-dentrix_enterprise-DataSource-798,FALSE,"206A North Anderson Lane Suite 400, , Hendersonville TN37075",36.307577,-86.594376,DentalWorks Hendersonville
3453,8282671400,2535 Highway 70 SE Suite #112,,Hickory,NC,28602,28602,1000202,msg-dentrix_enterprise-DataSource-798,FALSE,"2535 Highway 70 SE Suite #112, , Hickory NC28602",35.700994,-81.28712,DentalWorks Hickory
3287,3368890170,2640 South Main Street Suite 101,,High Point,NC,27263,27263,461,msg-denticon-DataSource-771,FALSE,"2640 South Main Street Suite 101, , High Point NC27263",35.926711,-79.986676,DentalWorks High Point
3457,3368890170,2640 South Main Street Suite 101,,High Point,NC,27263,27263,1000206,msg-dentrix_enterprise-DataSource-798,TRUE,"2640 South Main Street Suite 101, , High Point NC27263",35.926711,-79.986676,DentalWorks High Point
3584,9104260800,2997 Hope Mills Road Suite # C,,Fayetteville,NC,28306,28306,455,msg-denticon-DataSource-771,FALSE,"2997 Hope Mills Road Suite # C, , Fayetteville NC28306",34.986392,-78.964546,DentalWorks Hope Mills
3407,7735418137,4066 North Milwaukee Ave,,Chicago,IL,60641,60641,1000155,msg-dentrix_enterprise-DataSource-798,FALSE,"4066 North Milwaukee Ave, , Chicago IL60641",41.954525,-87.749365,DentalWorks Irving Park
3582,9103475151,50 Office Park Drive,,Jacksonville,NC,28546,28546,449,msg-denticon-DataSource-771,FALSE,"50 Office Park Drive, , Jacksonville NC28546",34.766659,-77.376766,DentalWorks Jacksonville
3531,8659474060,6727 Clinton Hwy,,Knoxville,TN,37912-1000,37912,1000282,msg-dentrix_enterprise-DataSource-798,FALSE,"6727 Clinton Hwy, , Knoxville TN37912",36.006863,-84.02379,DentalWorks Knoxville - Northwest Crossing
3465,9103719490,2029 Olde Regent Way Suite 150,,Leland,NC,28451,28451,1000214,msg-dentrix_enterprise-DataSource-798,FALSE,"2029 Olde Regent Way Suite 150, , Leland NC28451",34.218816,-78.017797,DentalWorks Leland
3425,3362438670,230 Lowes Blvd,,Lexington,NC,27292,27292,1000173,msg-dentrix_enterprise-DataSource-798,TRUE,"230 Lowes Blvd, , Lexington NC27292",35.852344,-80.320192,DentalWorks Lexington
3580,3362438670,230 Lowes Blvd,,Lexington,NC,27292,27292,459,msg-denticon-DataSource-771,FALSE,"230 Lowes Blvd, , Lexington NC27292",35.852344,-80.320192,DentalWorks Lexington
3534,5024594120,1815 Bardstown Rd,,Louisville,KY,40205-1433,40205,1000285,msg-dentrix_enterprise-DataSource-798,FALSE,"1815 Bardstown Rd, , Louisville KY40205",38.228303,-85.700385,DentalWorks Louisville
3528,5022399751,6826 Bardstown Road,,Louisville,KY,40291-3050,40291,1000279,msg-dentrix_enterprise-DataSource-798,FALSE,"6826 Bardstown Road, , Louisville KY40291",38.147096,-85.588293,DentalWorks Louisville - Cedar Springs
3492,3304673500,8210 Macedonia Commons,Unit #6,Macedonia,OH,44056-1860,44056,1000241,msg-dentrix_enterprise-DataSource-798,FALSE,"8210 Macedonia Commons, Unit #6, Macedonia OH44056",41.312209,-81.517731,DentalWorks Macedonia
3401,7048440556,2335 Matthews Township Parkway,Suite 311,Matthews,NC,28105,28105,1000149,msg-dentrix_enterprise-DataSource-798,FALSE,"2335 Matthews Township Parkway, Suite 311, Matthews NC28105",35.129745,-80.70216,DentalWorks Matthews
3340,4406460597,1505 Golden Gate Plaza,,Mayfield Heights,OH,44124,44124,1000175,msg-dentrix_enterprise-DataSource-798,FALSE,"1505 Golden Gate Plaza, , Mayfield Heights OH44124",41.519449,-81.448991,DentalWorks Mayfield Heights
3489,3307649290,5014 Grande Shops Ave,,Medina,OH,44256-6786,44256,1000238,msg-dentrix_enterprise-DataSource-798,FALSE,"5014 Grande Shops Ave, , Medina OH44256",41.164445,-81.865357,DentalWorks Medina Grande
3533,9017630850,5180 Park Ave Suite 210,,Memphis,TN,38119-3530,38119,1000284,msg-dentrix_enterprise-DataSource-798,FALSE,"5180 Park Ave Suite 210, , Memphis TN38119",35.106447,-89.889148,DentalWorks Memphis - Park Avenue
3525,9013733894,3890 Austin Peay Hwy,,Memphis,TN,38128-2501,38128,1000276,msg-dentrix_enterprise-DataSource-798,FALSE,"3890 Austin Peay Hwy, , Memphis TN38128",35.23176,-89.895066,DentalWorks Memphis Austin Peay
3497,7042965100,1900 Wellness Blvd. Suite #104,,Monroe,NC,28110,28110,1000247,msg-dentrix_enterprise-DataSource-798,FALSE,"1900 Wellness Blvd. Suite #104, , Monroe NC28110",35.023429,-80.579036,DentalWorks Monroe
3548,3177733740,17535 Terry Lee Crossing  200-B,,Noblesville,IN,46060,46060,1003376,msg-dentrix_enterprise-DataSource-798,FALSE,"17535 Terry Lee Crossing  200-B, , Noblesville IN46060",40.043117,-85.994218,DentalWorks Noblesville
3390,4407166939,4710 Great Northern Blvd,,North Olmsted,OH,44070,44070,1000138,msg-dentrix_enterprise-DataSource-798,FALSE,"4710 Great Northern Blvd, , North Olmsted OH44070",41.419377,-81.902813,DentalWorks North Olmsted
3551,7048978880,10011 Biddick Lane Suite 140,,Huntersville,NC,28078,28078,1005762,msg-dentrix_enterprise-DataSource-798,FALSE,"10011 Biddick Lane Suite 140, , Huntersville NC28078",35.443568,-80.859498,DentalWorks Northcross Village
3459,2483441913,39833 Traditions Drive,,Northville,MI,48168-9498,48168,1000208,msg-dentrix_enterprise-DataSource-798,FALSE,"39833 Traditions Drive, , Northville MI48168",42.423627,-83.437548,DentalWorks Northville
3561,4196900320,3555 Navarre Ave.  Suite 12,,Oregon,OH,43616,43616,429,msg-denticon-DataSource-771,FALSE,"3555 Navarre Ave.  Suite 12, , Oregon OH43616",41.638715,-83.462303,Dentalworks Oregon
3485,4196900320,3555 Navarre Ave,Suite 12,Oregon,OH,43616,43616,1000234,msg-dentrix_enterprise-DataSource-798,TRUE,"3555 Navarre Ave, Suite 12, Oregon OH43616",41.638715,-83.462303,DentalWorks Oregon
3376,4408426876,1054 West Pleasant Valley Road,,Parma,OH,44134,44134,30,msg-dentrix_enterprise-DataSource-798,FALSE,"1054 West Pleasant Valley Road, , Parma OH44134",41.361646,-81.685999,DentalWorks Parma
3413,2626914140,1300 Capitol Drive    Suite A,,Pewaukee,WI,53072-2535,53072,1000161,msg-dentrix_enterprise-DataSource-798,FALSE,"1300 Capitol Drive    Suite A, , Pewaukee WI53072",43.082765,-88.23254,DentalWorks Pewaukee
3544,8152545840,12720 S. Route 59 Suite #102,,Plainfield,IL,60585-5528,60585,1002889,msg-dentrix_enterprise-DataSource-798,FALSE,"12720 S. Route 59 Suite #102, , Plainfield IL60585",41.650965,-88.204127,DentalWorks Plainfield
3381,4126553344,517 Clairton Blvd,,Pleasant Hills,PA,15236,15236,1000081,msg-dentrix_enterprise-DataSource-798,FALSE,"517 Clairton Blvd, , Pleasant Hills PA15236",40.333649,-79.944473,DentalWorks Pleasant Hills
3419,6149853338,1099 Polaris Pkwy,,Columbus,OH,43240,43240,1000167,msg-dentrix_enterprise-DataSource-798,FALSE,"1099 Polaris Pkwy, , Columbus OH43240",40.144464,-82.99196,DentalWorks Polaris
3549,3304352501,2931 State Road,,Cuyahoga Falls,OH,44223,44223,1003552,msg-dentrix_enterprise-DataSource-798,FALSE,"2931 State Road, , Cuyahoga Falls OH44223",41.152562,-81.508903,DentalWorks Portage Crossing
3397,6146590018,4091 W. Powell Suite 1,,Powell,OH,43065-7372,43065,1000145,msg-dentrix_enterprise-DataSource-798,FALSE,"4091 W. Powell Suite 1, , Powell OH43065",40.158052,-83.096226,DentalWorks Powell
3487,9102239090,7780 South Raeford Road,,Fayetteville,NC,28304,28304,1000236,msg-dentrix_enterprise-DataSource-798,TRUE,"7780 South Raeford Road, , Fayetteville NC28304",35.030106,-79.056107,DentalWorks Raeford Road
3586,9102239090,7780 South Raeford Road,,Fayetteville,NC,28304,28304,454,msg-denticon-DataSource-771,FALSE,"7780 South Raeford Road, , Fayetteville NC28304",35.030106,-79.056107,DentalWorks Raeford Road
3395,6148661960,2965 Taylor Rd Ext,,Reynoldsburg,OH,43068,43068,1000143,msg-dentrix_enterprise-DataSource-798,TRUE,"2965 Taylor Rd Ext, , Reynoldsburg OH43068",39.939687,-82.789422,DentalWorks Reynoldsburg
3394,7088918569,1514 Torrence Ave,,Calumet City,IL,60409-5409,60409,1000142,msg-dentrix_enterprise-DataSource-798,FALSE,"1514 Torrence Ave, , Calumet City IL60409",41.589975,-87.559653,DentalWorks River Oaks
3469,7085979055,4839 West Calsag Rd      #310,,Crestwood,IL,60418-4415,60418,1000218,msg-dentrix_enterprise-DataSource-798,FALSE,"4839 West Calsag Rd      #310, , Crestwood IL60418",41.653175,-87.741808,DentalWorks Rivercrest
3383,4127880877,6515 Robinson Centre Drive,,Pittsburgh,PA,15205-4868,15205,1000083,msg-dentrix_enterprise-DataSource-798,FALSE,"6515 Robinson Centre Drive, , Pittsburgh PA15205",40.455276,-80.161974,DentalWorks Robinson Township
3377,2488442271,3070 S Rochester Road,,Rochester Hills,MI,48307-5038,48307,1000008,msg-dentrix_enterprise-DataSource-798,TRUE,"3070 S Rochester Road, , Rochester Hills MI48307",42.635291,-83.132484,DentalWorks Rochester Hills
3501,8033259000,2391 Dave Lyle Blvd. Suite #101,,Rock Hill,SC,29730-8238,29730,1000251,msg-dentrix_enterprise-DataSource-798,FALSE,"2391 Dave Lyle Blvd. Suite #101, , Rock Hill SC29730",34.942161,-80.961997,DentalWorks Rock Hill
3437,2485490898,30760 Woodward Avenue,,Royal Oak,MI,48073,48073,1000186,msg-dentrix_enterprise-DataSource-798,FALSE,"30760 Woodward Avenue, , Royal Oak MI48073",42.515999,-83.183988,DentalWorks Royal Oak
3581,7046367240,1030 Freeland Drive Suite #104,,Salisbury,NC,28144,28144,460,msg-denticon-DataSource-771,FALSE,"1030 Freeland Drive Suite #104, , Salisbury NC28144",35.657676,-80.463422,DentalWorks Salisbury
3547,8475177919,1320 E . American Lane,,Schaumburg,IL,60173,60173,1003210,msg-dentrix_enterprise-DataSource-798,FALSE,"1320 E . American Lane, , Schaumburg IL60173",42.047571,-88.045084,DentalWorks Schaumburg
3482,4195343005,3504 Secor Road #330,,Toledo,OH,43606,43606,1000231,msg-dentrix_enterprise-DataSource-798,FALSE,"3504 Secor Road #330, , Toledo OH43606",41.683889,-83.622495,DentalWorks Secor Square
3424,8476733621,9312 North Skokie Blvd,,Skokie,IL,60077-1309,60077,1000172,msg-dentrix_enterprise-DataSource-798,FALSE,"9312 North Skokie Blvd, , Skokie IL60077",42.050228,-87.747821,DentalWorks Skokie
3370,3307247401,2931 State Road,,Cuyahoga Falls,OH,44223,44223,420,msg-denticon-DataSource-771,FALSE,"2931 State Road, , Cuyahoga Falls OH44223",41.152562,-81.508903,DentalWorks South Plaza
3435,3307247401,378 E Waterloo Rd,,Akron,OH,44319,44319,1000184,msg-dentrix_enterprise-DataSource-798,TRUE,"378 E Waterloo Rd, , Akron OH44319",41.027638,-81.512773,DentalWorks South Plaza
3560,3306298884,930 Boardman-Poland Road,,Boardman,OH,44512,44512,421,msg-denticon-DataSource-771,FALSE,"930 Boardman-Poland Road, , Boardman OH44512",41.024552,-80.635831,DentalWorks Southern Park Boardman
3384,3306298884,930 Boardman-Poland Road,,Boardman,OH,44512,44512,1000084,msg-dentrix_enterprise-DataSource-798,TRUE,"930 Boardman-Poland Road, , Boardman OH44512",41.024552,-80.635831,DentalWorks Southern Park Boardman
3588,9193615353,7011 Fayetteville Road Suite 104,,Durham,NC,27713,27713,452,msg-denticon-DataSource-771,FALSE,"7011 Fayetteville Road Suite 104, , Durham NC27713",35.901378,-78.938977,DentalWorks Southpoint Durham
3509,8645766600,131 A-B Dorman Centre Dr.,,Spartanburg,SC,29301-2625,29301,1000260,msg-dentrix_enterprise-DataSource-798,FALSE,"131 A-B Dorman Centre Dr., , Spartanburg SC29301",34.837987,-82.425905,DentalWorks Spartanburg
3440,5865667669,13967 Lakeside Circle,,Sterling Heights,MI,48313,48313,1000189,msg-dentrix_enterprise-DataSource-798,FALSE,"13967 Lakeside Circle, , Sterling Heights MI48313",42.62639,-82.987836,DentalWorks Sterling Heights
3463,3306880057,4176 Kent Road,,Stow,OH,44224-4344,44224,1000212,msg-dentrix_enterprise-DataSource-798,FALSE,"4176 Kent Road, , Stow OH44224",41.157126,-81.41118,DentalWorks Stow
3396,3306880057,4176 Kent Road,,Stow,OH,44224,44224,1000144,msg-dentrix_enterprise-DataSource-798,TRUE,"4176 Kent Road, , Stow OH44224",41.157126,-81.41118,DentalWorks Stow
3427,4402381591,13339 Pearl Road,,Strongsville,OH,44136,44136,1000176,msg-dentrix_enterprise-DataSource-798,FALSE,"13339 Pearl Road, , Strongsville OH44136",41.316696,-81.834606,DentalWorks Strongsville
3545,7084290915,15909 Harlem Avenue,,Tinley Park,IL,60477,60477,1003088,msg-dentrix_enterprise-DataSource-798,FALSE,"15909 Harlem Avenue, , Tinley Park IL60477",41.602084,-87.794002,DentalWorks Tinley Park
